sample_index,timestamp_index,is_synthetic,source_id,scenario_name,phase,true_alert_label,severity,incident_start,incident_peak,incident_end,generation_config_id
459,459,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.2165802134133018,16,22,29,882e3f3f4815385e
460,460,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.21284376416574277,21,32,43,882e3f3f4815385e
461,461,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.2394643145490934,21,28,36,882e3f3f4815385e
462,462,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.2030287393272877,25,37,50,882e3f3f4815385e
463,463,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.17957627567036927,18,31,45,882e3f3f4815385e
464,464,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.22642990202895957,19,29,40,882e3f3f4815385e
465,465,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.17812248806301045,19,25,31,882e3f3f4815385e
466,466,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.17549567565869206,16,18,21,882e3f3f4815385e
467,467,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.17915404825778714,24,34,44,882e3f3f4815385e
468,468,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.19118307487396202,27,39,51,882e3f3f4815385e
469,469,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.1929650094106299,21,32,43,882e3f3f4815385e
470,470,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.1780790046892402,17,24,31,882e3f3f4815385e
471,471,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.22259093467407876,26,30,34,882e3f3f4815385e
472,472,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.18285481691205638,26,40,55,882e3f3f4815385e
473,473,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.20635806579237376,24,31,38,882e3f3f4815385e
474,474,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.22130184973530723,24,31,39,882e3f3f4815385e
475,475,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.19887941712333804,29,34,39,882e3f3f4815385e
476,476,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.18039558013147755,21,30,40,882e3f3f4815385e
477,477,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.23252534933372732,23,35,48,882e3f3f4815385e
478,478,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.1749243586975478,24,38,53,882e3f3f4815385e
479,479,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.20167733900924556,17,31,46,882e3f3f4815385e
480,480,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.19666964553139532,16,27,39,882e3f3f4815385e
481,481,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.20681674348696252,19,33,47,882e3f3f4815385e
482,482,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.198069953964142,19,31,43,882e3f3f4815385e
483,483,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.2019060234897701,27,41,55,882e3f3f4815385e
484,484,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.2125112053832444,24,38,52,882e3f3f4815385e
485,485,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.23775694058371577,20,32,44,882e3f3f4815385e
486,486,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.23891003119267623,27,41,55,882e3f3f4815385e
487,487,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.20143015877543288,21,27,33,882e3f3f4815385e
488,488,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.1944987820693162,25,35,46,882e3f3f4815385e
489,489,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.1810870304495425,29,31,34,882e3f3f4815385e
490,490,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.16653221859019723,26,31,36,882e3f3f4815385e
491,491,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.2103223393430799,27,40,53,882e3f3f4815385e
492,492,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.19811368919710454,29,37,45,882e3f3f4815385e
493,493,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.1971568941374803,18,31,44,882e3f3f4815385e
494,494,True,synthetic_stress_public_baseline,burst_traffic,pre_incident,False,0.22827413086245876,25,38,52,882e3f3f4815385e
495,495,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8065000518703775,20,26,33,882e3f3f4815385e
496,496,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6821897532350842,18,23,28,882e3f3f4815385e
497,497,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8887745868502951,16,28,41,882e3f3f4815385e
498,498,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.968241112749032,19,31,43,882e3f3f4815385e
499,499,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8642995636455544,28,40,53,882e3f3f4815385e
500,500,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.832494292093654,16,30,45,882e3f3f4815385e
501,501,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7527036260373938,16,19,23,882e3f3f4815385e
502,502,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9053704212352702,17,26,36,882e3f3f4815385e
503,503,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8546104090948512,24,29,34,882e3f3f4815385e
504,504,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6503275131367076,25,37,50,882e3f3f4815385e
505,505,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9705162343687266,16,30,45,882e3f3f4815385e
506,506,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9113676701338251,15,27,39,882e3f3f4815385e
507,507,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9213020003883552,19,22,25,882e3f3f4815385e
508,508,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6689059464183543,21,31,42,882e3f3f4815385e
509,509,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7305407170017528,21,32,44,882e3f3f4815385e
510,510,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8185496406270099,17,19,22,882e3f3f4815385e
511,511,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7044759386889781,19,21,24,882e3f3f4815385e
512,512,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.812130165790967,27,35,43,882e3f3f4815385e
513,513,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6566476755938788,19,27,36,882e3f3f4815385e
514,514,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7569609908184685,18,32,46,882e3f3f4815385e
515,515,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7806692100198217,25,28,32,882e3f3f4815385e
516,516,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8418115175416061,16,25,35,882e3f3f4815385e
517,517,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8185894592592086,24,37,51,882e3f3f4815385e
518,518,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9788467356794044,21,28,35,882e3f3f4815385e
519,519,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8228481818920589,21,26,31,882e3f3f4815385e
520,520,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8213164587731765,28,33,39,882e3f3f4815385e
521,521,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9720452154528367,25,31,38,882e3f3f4815385e
522,522,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7895623272041487,25,33,42,882e3f3f4815385e
523,523,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9601942559226475,17,23,30,882e3f3f4815385e
524,524,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7535825965833678,25,38,51,882e3f3f4815385e
525,525,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8465296449765426,26,34,42,882e3f3f4815385e
526,526,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.811488534885718,25,32,39,882e3f3f4815385e
527,527,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8080430745773017,19,21,24,882e3f3f4815385e
528,528,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9395509361414083,23,35,47,882e3f3f4815385e
529,529,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6622630184003879,24,38,53,882e3f3f4815385e
530,530,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8607350947890787,18,28,39,882e3f3f4815385e
531,531,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8411538846452,21,25,30,882e3f3f4815385e
532,532,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9059895186273517,18,27,36,882e3f3f4815385e
533,533,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7244605352580185,23,28,33,882e3f3f4815385e
534,534,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8625486629210913,23,34,45,882e3f3f4815385e
535,535,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7494823504360456,21,26,32,882e3f3f4815385e
536,536,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8213735894471783,25,30,36,882e3f3f4815385e
537,537,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9398663494716755,19,32,46,882e3f3f4815385e
538,538,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8054792145957785,18,31,45,882e3f3f4815385e
539,539,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9004251992855645,19,31,44,882e3f3f4815385e
540,540,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.80639829065049,17,20,24,882e3f3f4815385e
541,541,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.666003212149749,15,26,38,882e3f3f4815385e
542,542,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8486889825805584,26,35,45,882e3f3f4815385e
543,543,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7979580599183914,26,32,39,882e3f3f4815385e
544,544,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9540060658970617,17,31,45,882e3f3f4815385e
545,545,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7858426245729487,21,24,28,882e3f3f4815385e
546,546,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9667809983836515,20,22,25,882e3f3f4815385e
547,547,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.790887513722891,27,37,48,882e3f3f4815385e
548,548,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7656211412559328,15,18,22,882e3f3f4815385e
549,549,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.827271760927921,23,31,39,882e3f3f4815385e
550,550,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8685487052643245,28,39,51,882e3f3f4815385e
551,551,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6768173490026824,18,30,42,882e3f3f4815385e
552,552,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6708835990226723,27,30,33,882e3f3f4815385e
553,553,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9141484380650888,25,38,52,882e3f3f4815385e
554,554,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8239172762664839,28,41,54,882e3f3f4815385e
555,555,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8485406618158247,29,34,40,882e3f3f4815385e
556,556,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6780018158529577,26,39,52,882e3f3f4815385e
557,557,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7638341045006217,18,28,39,882e3f3f4815385e
558,558,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9630948937177201,27,35,44,882e3f3f4815385e
559,559,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6591291796990829,26,31,36,882e3f3f4815385e
560,560,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6774854427269184,16,25,35,882e3f3f4815385e
561,561,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6501375825780243,16,25,34,882e3f3f4815385e
562,562,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7894306329610746,29,35,41,882e3f3f4815385e
563,563,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9101122838599087,16,23,31,882e3f3f4815385e
564,564,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.9201046382793685,28,42,56,882e3f3f4815385e
565,565,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7174593055037691,19,26,34,882e3f3f4815385e
566,566,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.7324421423051,23,28,34,882e3f3f4815385e
567,567,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8176287283384875,19,26,34,882e3f3f4815385e
568,568,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.6923647941386502,28,36,45,882e3f3f4815385e
569,569,True,synthetic_stress_public_baseline,burst_traffic,incident,True,0.8756251952757583,22,30,38,882e3f3f4815385e
570,570,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.3312594071571856,19,33,48,882e3f3f4815385e
571,571,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.4225025786094449,25,29,33,882e3f3f4815385e
572,572,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.38186119621333353,29,35,42,882e3f3f4815385e
573,573,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.3987079431418387,16,22,28,882e3f3f4815385e
574,574,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.39191344284394863,24,33,43,882e3f3f4815385e
575,575,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.4240673042942639,15,29,43,882e3f3f4815385e
576,576,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.30460037105056226,22,29,37,882e3f3f4815385e
577,577,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.3410650972996271,27,33,40,882e3f3f4815385e
578,578,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.29472387748158424,20,29,38,882e3f3f4815385e
579,579,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.3888125905546101,25,28,31,882e3f3f4815385e
580,580,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.4316907286397416,16,28,41,882e3f3f4815385e
581,581,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.3959852023544326,25,39,53,882e3f3f4815385e
582,582,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.426383787584087,26,33,40,882e3f3f4815385e
583,583,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.2926418670133869,24,38,53,882e3f3f4815385e
584,584,True,synthetic_stress_public_baseline,burst_traffic,recovery,True,0.4048773471489634,18,32,46,882e3f3f4815385e
585,585,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.16818444845484845,26,28,31,882e3f3f4815385e
586,586,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.13143911533351432,17,25,34,882e3f3f4815385e
587,587,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.18194693831322378,24,33,43,882e3f3f4815385e
588,588,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.13336296255170613,28,39,50,882e3f3f4815385e
589,589,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.17353970358371384,18,26,34,882e3f3f4815385e
590,590,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.17675572963490344,28,35,42,882e3f3f4815385e
591,591,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.13090279052206275,22,27,32,882e3f3f4815385e
592,592,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.13063776154817638,25,35,45,882e3f3f4815385e
593,593,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.14242287454515798,22,31,41,882e3f3f4815385e
594,594,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.1842945473511225,24,32,41,882e3f3f4815385e
595,595,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.1695999213649397,25,33,42,882e3f3f4815385e
596,596,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.19038864154036123,20,23,27,882e3f3f4815385e
597,597,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.1954673410083875,24,34,44,882e3f3f4815385e
598,598,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.18076137264995965,18,30,43,882e3f3f4815385e
599,599,True,synthetic_stress_public_baseline,burst_traffic,recovery,False,0.18037940786199283,18,27,36,882e3f3f4815385e
600,600,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
601,601,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
602,602,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
603,603,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
604,604,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
605,605,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
606,606,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
607,607,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
608,608,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
609,609,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
610,610,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
611,611,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
612,612,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
613,613,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
614,614,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
615,615,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
616,616,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
617,617,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
618,618,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
619,619,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
620,620,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
621,621,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
622,622,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
623,623,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
624,624,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
625,625,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
626,626,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
627,627,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
628,628,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
629,629,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
630,630,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
631,631,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
632,632,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
633,633,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
634,634,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
635,635,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
636,636,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
637,637,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
638,638,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
639,639,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
640,640,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
641,641,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
642,642,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
643,643,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
644,644,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
645,645,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
646,646,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
647,647,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
648,648,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
649,649,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
650,650,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
651,651,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
652,652,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
653,653,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
654,654,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
655,655,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
656,656,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
657,657,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
658,658,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
659,659,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
660,660,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
661,661,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
662,662,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
663,663,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
664,664,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
665,665,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
666,666,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
667,667,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
668,668,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
669,669,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
670,670,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
671,671,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
672,672,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
673,673,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
674,674,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
675,675,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
676,676,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
677,677,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
678,678,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
679,679,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
680,680,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
681,681,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
682,682,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
683,683,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
684,684,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
685,685,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
686,686,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
687,687,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
688,688,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
689,689,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
690,690,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
691,691,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
692,692,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
693,693,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
694,694,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
695,695,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
696,696,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
697,697,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
698,698,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
699,699,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
700,700,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
701,701,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
702,702,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
703,703,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
704,704,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
705,705,True,synthetic_stress_public_baseline,error_surge,background,False,0.0,-1,-1,-1,882e3f3f4815385e
